Date,half,Team,Opponent,timeRemaining,playerID,shotType,makeMiss,xint,yint,distanceint,x,y,distance,ck
1/19/2018,2,Yale,Brown,950,13,,1,4,1,4.1,4.047107523,0.710554516,4.1,
1/19/2018,2,Brown,Yale,945,24,,1,-19,11,22,-18.62676706,11.14936415,21.7,
1/19/2018,2,Brown,Yale,913,0,,1,-4,3,5,-4.42673657,3.148102569,5.4,
1/19/2018,2,Yale,Brown,858,13,,1,-3,3,4.2,-2.805725782,2.503952347,3.8,
1/19/2018,2,Brown,Yale,847,24,,1,5,23,23.5,5.253857732,22.82155597,23.4,
1/19/2018,2,Yale,Brown,825,14,,0,-4,0,4,-3.590274632,0.233097411,3.6,
1/19/2018,2,Yale,Brown,823,32,,0,2,1,2.2,2.38217331,0.539039146,2.4,
1/19/2018,2,Brown,Yale,810,44,,2,-6,2,6.3,-5.504239605,2.08798321,5.9,
1/19/2018,2,Yale,Brown,750,24,,2,-7,7,9.9,-7.197743516,6.552647393,9.7,
1/19/2018,2,Yale,Brown,715,24,,1,-4,4,5.7,-4.149491965,3.978795141,5.7,
1/19/2018,2,Brown,Yale,656,44,,1,-3,0,3,-3.205832321,-0.403347534,3.2,
1/19/2018,2,Yale,Brown,620,3,,0,8,10,12.8,8.469536314,9.999035176,13.1,
1/19/2018,2,Brown,Yale,544,44,,2,-4,1,4.1,-4.313405886,0.994836124,4.4,
1/19/2018,2,Yale,Brown,525,24,,0,5,3,5.8,4.913154113,3.004648055,5.8,
1/19/2018,2,Brown,Yale,506,4,,2,-6,3,6.7,-5.847354853,2.802899768,6.5,
1/19/2018,2,Yale,Brown,455,32,,2,-5,2,5.4,-5.344329528,2.12030979,5.7,
1/19/2018,2,Brown,Yale,433,25,,1,0,0,0,-0.459932671,0.095168059,0.5,
1/19/2018,2,Yale,Brown,402,32,,1,2,6,6.3,2.373658683,6.06567764,6.5,
1/19/2018,2,Brown,Yale,342,0,,1,-4,2,4.5,-4.355581281,1.98134733,4.8,
1/19/2018,2,Brown,Yale,305,4,,0,2,22,22.1,1.71097708,22.04608249,22.1,
1/19/2018,2,Yale,Brown,250,3,,1,-4,1,4.1,-3.636093891,1.208607058,3.8,
1/19/2018,2,Brown,Yale,230,20,,0,-3,23,23.2,-2.641421844,23.03339463,23.2,
1/19/2018,2,Yale,Brown,207,24,,0,20,10,22.4,20.03533696,10.14709524,22.5,
1/19/2018,2,Yale,Brown,200,3,,1,-2,10,10.2,-2.193717201,10.34985712,10.6,
1/19/2018,2,Brown,Yale,105,4,,1,0,23,23,-0.091555046,22.77219034,22.8,
1/19/2018,2,Yale,Brown,51,3,,1,-6,0,6,-6.065611657,-0.087611653,6.1,
1/19/2018,2,Brown,Yale,44,2,,2,-4,5,6.4,-4.076179032,5.304141951,6.7,
1/19/2018,2,Yale,Brown,33,24,,2,-2,5,5.4,-1.531764416,4.821242193,5.1,
1/19/2018,2,Brown,Yale,5,4,,2,7,4,8.1,6.894314477,4.108780425,8,
1/19/2018,2,Yale,Brown,3,24,,0,3,2,3.6,3.019680539,2.46123554,3.9,
1/19/2018,2,Yale,Brown,0,3,,1,3,32,32.1,2.501811296,31.87398205,32,
1/26/2018,1,Yale,Harvard,1948,24,,0,22,1,22,22.13517568,1.029154821,22.2,
1/26/2018,1,Harvard,Yale,1933,0,,1,5,2,5.4,5.399281926,1.517684204,5.6,
1/26/2018,1,Harvard,Yale,1900,31,,0,20,10,22.4,19.92097436,10.31187338,22.4,
1/26/2018,1,Harvard,Yale,1850,25,,1,2,0,2,1.517467578,0.460040407,1.6,
1/26/2018,1,Harvard,Yale,1808,25,,1,-18,18,25.5,-17.51737089,18.24644142,25.3,
1/26/2018,1,Yale,Harvard,1736,24,,1,7,23,24,7.318699678,22.77393618,23.9,
1/26/2018,1,Harvard,Yale,1713,0,,0,-1,6,6.1,-1.332412108,5.60808649,5.8,
1/26/2018,1,Yale,Harvard,1653,20,,0,-9,16,18.4,-9.444681072,15.68352543,18.3,
1/26/2018,1,Harvard,Yale,1636,25,,1,-16,18,24.1,-15.71619406,18.22762558,24.1,
1/26/2018,1,Yale,Harvard,1612,32,,0,-22,6,22.8,-22.17791399,5.684720329,22.9,
1/26/2018,1,Yale,Harvard,1608,13,,0,-21,5,21.6,-21.01766415,5.217473706,21.7,
1/26/2018,1,Harvard,Yale,1548,0,,0,6,2,6.3,6.337337069,1.737668593,6.6,
1/26/2018,1,Yale,Harvard,1534,13,,1,-1,3,3.2,-0.721206996,2.838831463,2.9,
1/26/2018,1,Harvard,Yale,1515,31,,1,-3,4,5,-3.234324765,4.058990685,5.2,
1/26/2018,1,Yale,Harvard,1453,2,,0,15,15,21.2,14.9010982,14.88450187,21.1,
1/26/2018,1,Harvard,Yale,1415,44,,1,2,1,2.2,1.983289242,1.231816438,2.3,
1/26/2018,1,Yale,Harvard,1359,13,,2,4,2,4.5,4.004979945,2.283848447,4.6,
1/26/2018,1,Yale,Harvard,1330,24,,0,7,10,12.2,7.235148449,9.514624357,12,
1/26/2018,1,Harvard,Yale,1321,11,,1,20,12,23.3,20.42643558,11.74387259,23.6,
1/26/2018,1,Harvard,Yale,1244,31,,0,-11,3,11.4,-10.90330687,3.25723863,11.4,
1/26/2018,1,Yale,Harvard,1225,4,,0,-3,0,3,-2.937908153,-0.484017374,3,
1/26/2018,1,Yale,Harvard,1215,5,,0,-1,7,7.1,-1.076799832,6.759546935,6.8,
1/26/2018,1,Harvard,Yale,1212,20,,1,-15,16,21.9,-15.47464024,16.17208186,22.4,
1/26/2018,1,Harvard,Yale,1136,11,,0,3,2,3.6,2.506985423,1.736502812,3,
1/26/2018,1,Harvard,Yale,1122,20,,0,1,18,18,1.296626625,18.12993252,18.2,
1/26/2018,1,Yale,Harvard,1108,5,,1,9,21,22.8,9.096126637,20.70393054,22.6,
1/26/2018,1,Harvard,Yale,1045,31,,0,-5,7,8.6,-4.607799982,7.074678291,8.4,
1/26/2018,1,Yale,Harvard,1025,5,,0,8,1,8.1,8.232782703,0.865538404,8.3,
1/26/2018,1,Harvard,Yale,1016,25,,1,19,17,25.5,19.47393905,16.81236364,25.7,
1/26/2018,1,Yale,Harvard,954,4,,1,23,0,23,23.12213093,-0.078928517,23.1,
1/26/2018,1,Harvard,Yale,934,0,,1,0,0,0,-0.075086143,-0.412607811,0.4,
1/26/2018,1,Yale,Harvard,809,32,,0,15,15,21.2,15.26579147,14.5425837,21.1,
1/26/2018,1,Harvard,Yale,752,31,,1,0,0,0,0.38438209,0.280574496,0.5,
1/26/2018,1,Yale,Harvard,720,5,,1,-16,17,23.3,-16.29770425,17.05563284,23.6,
1/26/2018,1,Yale,Harvard,648,24,,1,0,0,0,-0.070790134,0.11972977,0.1,
1/26/2018,1,Harvard,Yale,623,20,,0,21,3,21.2,20.98942288,3.497288769,21.3,
1/26/2018,1,Yale,Harvard,611,2,,0,22,10,24.2,22.32886541,10.06638446,24.5,
1/26/2018,1,Yale,Harvard,609,32,,2,-5,2,5.4,-4.887586939,2.437903112,5.5,
1/26/2018,1,Harvard,Yale,548,31,,0,7,19,20.2,6.535690823,18.95346165,20,
1/26/2018,1,Yale,Harvard,531,5,,0,-22,2,22.1,-21.53931095,2.082780286,21.6,
1/26/2018,1,Harvard,Yale,525,11,,0,9,21,22.8,9.229519046,20.84562409,22.8,
1/26/2018,1,Harvard,Yale,507,0,,1,4,1,4.1,4.04059523,0.568392679,4.1,
1/26/2018,1,Yale,Harvard,453,13,,0,-4,3,5,-4.062201925,3.434657313,5.3,
1/26/2018,1,Harvard,Yale,442,31,,1,-4,2,4.5,-3.730569309,1.776284726,4.1,
1/26/2018,1,Yale,Harvard,427,2,,2,-6,4,7.2,-5.917901613,3.978914888,7.1,
1/26/2018,1,Yale,Harvard,359,4,,0,-22,4,22.4,-21.68307264,3.592659953,22,
1/26/2018,1,Harvard,Yale,348,25,,0,-22,3,22.2,-22.48463923,2.838585457,22.7,
1/26/2018,1,Yale,Harvard,326,20,,0,-5,2,5.4,-4.828938056,2.337661656,5.4,
1/26/2018,1,Harvard,Yale,302,22,,0,-3,21,21.2,-2.510314618,20.76837796,20.9,
1/26/2018,1,Yale,Harvard,231,20,,1,-5,4,6.4,-4.809534788,4.472289489,6.6,
1/26/2018,1,Harvard,Yale,200,25,,0,-19,15,24.2,-18.62624986,15.17959878,24,
1/26/2018,1,Yale,Harvard,153,4,,0,4,0,4,3.650339104,0.347114925,3.7,
1/26/2018,1,Harvard,Yale,127,31,,0,21,7,22.1,21.47653789,7.016997072,22.6,
1/26/2018,1,Yale,Harvard,113,24,,0,-18,13,22.2,-17.64622638,12.52563425,21.6,
1/26/2018,1,Yale,Harvard,110,13,,1,-2,0,2,-1.519864924,-0.118629754,1.5,
1/26/2018,1,Yale,Harvard,20,3,,2,-5,6,7.8,-5.315510324,6.445837907,8.4,
1/26/2018,1,Yale,Harvard,2,13,,0,-3,24,24.2,-2.558786351,23.73141661,23.9,
1/26/2018,2,Harvard,Yale,1940,25,,0,-3,18,18.2,-3.482289503,17.85942401,18.2,
1/26/2018,2,Yale,Harvard,1926,2,,0,2,2,2.8,2.441445469,2.22257371,3.3,
1/26/2018,2,Yale,Harvard,1906,24,,0,5,17,17.7,5.42453127,17.35028819,18.2,
1/26/2018,2,Yale,Harvard,1909,32,,0,-5,3,5.8,-5.356201419,2.677872118,6,
1/26/2018,2,Harvard,Yale,1840,0,,1,0,4,4,-0.497398133,4.110422246,4.1,
1/26/2018,2,Yale,Harvard,1811,32,,0,4,6,7.2,4.377272546,5.950858207,7.4,
1/26/2018,2,Harvard,Yale,1745,31,,0,20,20,28.3,20.36464673,19.75364637,28.4,
1/26/2018,2,Harvard,Yale,1640,0,,1,1,4,4.1,1.005793043,3.642152881,3.8,
1/26/2018,2,Yale,Harvard,1620,2,,1,-22,2,22.1,-21.91919675,1.879040275,22,
1/26/2018,2,Harvard,Yale,1605,20,,1,-8,23,24.4,-7.591699452,23.3261503,24.5,
1/26/2018,2,Yale,Harvard,1547,24,,0,-5,3,5.8,-5.215454681,3.172585588,6.1,
1/26/2018,2,Yale,Harvard,1525,32,,0,-21,7,22.1,-20.52822276,7.215971629,21.8,
1/26/2018,2,Harvard,Yale,1512,31,,1,21,8,22.5,21.15782146,7.560146617,22.5,
1/26/2018,2,Yale,Harvard,1450,32,,0,9,21,22.8,8.99893845,21.21738109,23,
1/26/2018,2,Yale,Harvard,1448,20,,0,4,2,4.5,3.701240264,1.736236459,4.1,
1/26/2018,2,Harvard,Yale,1435,0,,0,4,2,4.5,3.688008676,2.182762347,4.3,
1/26/2018,2,Yale,Harvard,1424,24,,0,-19,13,23,-18.72046531,13.22817053,22.9,
1/26/2018,2,Harvard,Yale,1415,11,,0,8,23,24.4,7.687057838,22.57407741,23.8,
1/26/2018,2,Yale,Harvard,1357,3,,1,-3,1,3.2,-2.867416926,1.299066835,3.1,
1/26/2018,2,Harvard,Yale,1338,31,,0,-3,24,24.2,-2.955119068,23.81878708,24,
1/26/2018,2,Yale,Harvard,1330,3,,0,5,2,5.4,5.216172009,1.674661065,5.5,
1/26/2018,2,Yale,Harvard,1300,4,,1,-3,0,3,-3.251615906,-0.059358374,3.3,
1/26/2018,2,Harvard,Yale,1240,5,,0,-9,13,15.8,-9.060364368,13.4552265,16.2,
1/26/2018,2,Yale,Harvard,1223,20,,1,0,3,3,-0.205049428,3.465447438,3.5,
1/26/2018,2,Harvard,Yale,1153,20,,0,-4,24,24.3,-3.83679312,23.69270886,24,
1/26/2018,2,Yale,Harvard,1125,3,,0,-7,9,11.4,-7.23752497,9.436613288,11.9,
1/26/2018,2,Yale,Harvard,1106,4,,0,10,19,21.5,10.34666415,18.8625517,21.5,
1/26/2018,2,Harvard,Yale,1038,0,,2,1,0,1,1.260939125,0.477064249,1.3,
1/26/2018,2,Yale,Harvard,1026,24,,0,18,12,21.6,17.94167321,11.9857324,21.6,
1/26/2018,2,Harvard,Yale,1004,22,,0,22,5,22.6,21.69136168,4.819409008,22.2,
1/26/2018,2,Yale,Harvard,925,5,,0,-3,1,3.2,-2.812100065,0.968036187,3,
1/26/2018,2,Harvard,Yale,906,0,,0,1,6,6.1,1.080504883,6.228963354,6.3,
1/26/2018,2,Yale,Harvard,900,5,,0,22,2,22.1,22.43139128,1.50729124,22.5,
1/26/2018,2,Yale,Harvard,856,5,,1,3,1,3.2,2.536749885,0.996172184,2.7,
1/26/2018,2,Harvard,Yale,834,0,,1,0,0,0,0.300999509,0.475493642,0.6,
1/26/2018,2,Yale,Harvard,815,13,,2,-6,3,6.7,-5.967539407,3.364540827,6.9,
1/26/2018,2,Harvard,Yale,756,11,,0,-15,16,21.9,-15.12344846,16.34920929,22.3,
1/26/2018,2,Yale,Harvard,750,3,,2,-2,1,2.2,-1.644264507,0.818012349,1.8,
1/26/2018,2,Harvard,Yale,727,44,,1,1,0,1,0.62699458,0.297262887,0.7,
1/26/2018,2,Yale,Harvard,711,3,,1,6,2,6.3,5.907897932,1.838491129,6.2,
1/26/2018,2,Yale,Harvard,650,13,,1,0,0,0,0.40845275,0.162371639,0.4,
1/26/2018,2,Harvard,Yale,630,44,,0,-3,5,5.8,-2.864902191,5.257334917,6,
1/26/2018,2,Harvard,Yale,604,25,,0,-16,19,24.8,-15.62843119,18.65356241,24.3,
1/26/2018,2,Yale,Harvard,544,13,,0,6,2,6.3,6.430498013,1.693052632,6.6,
1/26/2018,2,Harvard,Yale,520,31,,0,5,24,24.5,5.400966465,23.82623356,24.4,
1/26/2018,2,Yale,Harvard,511,24,,1,0,3,3,0.065234383,2.64994903,2.7,
1/26/2018,2,Harvard,Yale,454,0,,1,1,2,2.2,1.074068481,1.857596207,2.1,
1/26/2018,2,Harvard,Yale,407,31,,0,-6,4,7.2,-5.621511827,4.096487518,7,
1/26/2018,2,Yale,Harvard,312,24,,0,11,2,11.2,10.68625965,1.621459106,10.8,
1/26/2018,2,Yale,Harvard,240,5,,0,-3,16,16.3,-2.55959821,15.81180564,16,
1/26/2018,2,Harvard,Yale,211,20,,2,-19,11,22,-18.73978549,11.09070868,21.8,
1/26/2018,2,Yale,Harvard,137,32,,0,5,3,5.8,4.620821592,2.615375001,5.3,
1/26/2018,2,Harvard,Yale,107,20,,0,-16,19,24.8,-15.8201805,18.94603379,24.7,
1/26/2018,2,Yale,Harvard,47,24,,0,-16,17,23.3,-16.32356852,17.45514016,23.9,
1/26/2018,2,Harvard,Yale,16,22,,0,-22,0,22,-22.45924683,-0.316854839,22.5,
1/26/2018,2,Yale,Harvard,4,24,,0,-18,14,22.8,-18.14462105,13.59175836,22.7,
1/26/2018,2,Yale,Harvard,0,3,,1,9,19,21,9.406432398,18.98834247,21.2,
2/2/2018,1,Penn,Brown,1938,0,,1,-5,3,5.8,-5.374311026,2.971118818,6.1,
2/2/2018,1,Brown,Penn,1919,4,,1,7,21,22.1,6.756640967,21.08382634,22.1,
2/2/2018,1,Penn,Brown,1902,0,,0,1,2,2.2,0.501422156,1.603381767,1.7,
2/2/2018,1,Penn,Brown,1849,0,,0,-3,4,5,-2.550290258,3.667818045,4.5,
2/2/2018,1,Brown,Penn,1826,44,,0,7,2,7.3,7.217890005,2.080859633,7.5,
2/2/2018,1,Penn,Brown,1819,21,,2,-8,0,8,-7.626220829,0.060644916,7.6,
2/2/2018,1,Brown,Penn,1804,20,,1,22,9,23.8,21.82315489,8.651957427,23.5,
2/2/2018,1,Brown,Penn,1734,24,,0,2,21,21.1,2.171833903,21.00750721,21.1,
2/2/2018,1,Brown,Penn,1713,2,,1,3,1,3.2,2.682691628,0.720764061,2.8,
2/2/2018,1,Brown,Penn,1647,24,,1,13,10,16.4,12.57813723,9.842109093,16,
2/2/2018,1,Brown,Penn,1622,2,,0,3,15,15.3,2.53632541,15.08288251,15.3,
2/2/2018,1,Penn,Brown,1604,25,,1,4,0,4,4.290053615,-0.098755119,4.3,
2/2/2018,1,Brown,Penn,1555,24,,1,-18,17,24.8,-17.75929833,16.58904249,24.3,
2/2/2018,1,Penn,Brown,1537,2,,0,22,0,22,22.36634971,-0.190486967,22.4,
2/2/2018,1,Brown,Penn,1525,24,,1,-15,3,15.3,-15.11274517,3.370649375,15.5,
2/2/2018,1,Penn,Brown,1511,2,,1,19,10,21.5,18.98506277,9.50724872,21.2,
2/2/2018,1,Brown,Penn,1454,4,,0,-9,10,13.5,-8.9364375,9.806969203,13.3,
2/2/2018,1,Penn,Brown,1444,25,,1,-3,3,4.2,-3.09297741,3.281588122,4.5,
2/2/2018,1,Brown,Penn,1434,2,,0,3,0,3,3.488272154,0.284253506,3.5,
2/2/2018,1,Penn,Brown,1419,2,,1,3,2,3.6,3.376233965,1.697783797,3.8,
2/2/2018,1,Brown,Penn,1403,24,,1,12,7,13.9,12.17416516,7.110171389,14.1,
2/2/2018,1,Penn,Brown,1341,25,,1,-2,4,4.5,-2.037907298,3.520330565,4.1,
2/2/2018,1,Brown,Penn,1315,20,,2,-12,5,13,-12.32964611,4.783799768,13.2,
2/2/2018,1,Penn,Brown,1258,2,,1,9,20,21.9,8.979276459,19.84392289,21.8,
2/2/2018,1,Brown,Penn,1238,4,,0,4,1,4.1,4.114528051,0.900728961,4.2,
2/2/2018,1,Brown,Penn,1224,5,,1,-10,6,11.7,-9.866906939,5.604331525,11.3,
2/2/2018,1,Penn,Brown,1147,10,,1,-21,5,21.6,-21.43975222,5.360795481,22.1,
2/2/2018,1,Brown,Penn,1131,20,,0,-6,3,6.7,-6.268981774,2.634908213,6.8,
2/2/2018,1,Brown,Penn,1121,24,,0,-10,22,24.2,-10.17270732,22.48900222,24.7,
2/2/2018,1,Penn,Brown,1101,3,,0,1,4,4.1,0.726038662,3.541728204,3.6,
2/2/2018,1,Penn,Brown,1031,21,,0,-4,1,4.1,-3.944618031,0.924453264,4.1,
2/2/2018,1,Penn,Brown,1024,10,,1,-8,12,14.4,-7.568516364,11.97350987,14.2,
2/2/2018,1,Brown,Penn,1013,2,,0,3,2,3.6,3.415737917,1.597828489,3.8,
2/2/2018,1,Penn,Brown,952,25,,0,0,8,8,0.385502553,7.611607701,7.6,
2/2/2018,1,Brown,Penn,941,2,,1,2,21,21.1,1.760791391,21.32757187,21.4,
2/2/2018,1,Penn,Brown,924,21,,0,-4,11,11.7,-3.70292816,10.54349998,11.2,
2/2/2018,1,Penn,Brown,849,4,,0,-19,17,25.5,-18.56912277,17.06035025,25.2,
2/2/2018,1,Brown,Penn,833,20,,0,-3,23,23.2,-3.208099888,23.48397517,23.7,
2/2/2018,1,Brown,Penn,820,25,,1,4,2,4.5,4.10670264,2.006159667,4.6,
2/2/2018,1,Penn,Brown,756,4,,0,3,2,3.6,3.196624534,1.961810169,3.8,
2/2/2018,1,Brown,Penn,750,20,,2,3,2,3.6,3.398528192,1.759797677,3.8,
2/2/2018,1,Penn,Brown,710,2,,0,7,2,7.3,7.173515639,2.012391584,7.5,
2/2/2018,1,Brown,Penn,651,20,,0,2,14,14.1,2.425872182,14.33305067,14.5,
2/2/2018,1,Penn,Brown,643,21,,0,10,21,23.3,9.647660787,20.51671195,22.7,
2/2/2018,1,Penn,Brown,626,25,,0,-9,19,21,-9.045108318,18.89064303,20.9,
2/2/2018,1,Brown,Penn,610,2,,0,-10,16,18.9,-9.848501747,15.71059999,18.5,
2/2/2018,1,Penn,Brown,602,25,,2,-4,2,4.5,-4.425280872,1.534379801,4.7,
2/2/2018,1,Brown,Penn,547,24,,1,6,8,10,6.472718964,8.134624522,10.4,
2/2/2018,1,Penn,Brown,535,21,,1,-3,3,4.2,-2.925140143,3.385838012,4.5,
2/2/2018,1,Penn,Brown,514,21,,2,3,5,5.8,3.370008988,4.871538288,5.9,
2/2/2018,1,Brown,Penn,450,25,,1,2,3,3.6,2.427110069,3.209338502,4,
2/2/2018,1,Brown,Penn,433,20,,1,1,0,1,0.509163339,-0.190938592,0.5,
2/2/2018,1,Penn,Brown,404,4,,2,3,5,5.8,3.318521872,4.711192863,5.8,
2/2/2018,1,Brown,Penn,348,20,,1,-18,12,21.6,-18.34806679,11.81887152,21.8,
2/2/2018,1,Penn,Brown,316,21,,1,-2,0,2,-1.873192379,-0.141857419,1.9,
2/2/2018,1,Brown,Penn,252,25,,0,-2,1,2.2,-2.005795049,0.686969695,2.1,
2/2/2018,1,Brown,Penn,250,24,,1,-1,13,13,-0.939568291,12.50421129,12.5,
2/2/2018,1,Penn,Brown,225,3,,0,3,0,3,2.694218427,0.462058801,2.7,
2/2/2018,1,Brown,Penn,220,2,,1,-2,0,2,-2.475291262,-0.026969422,2.5,
2/2/2018,1,Brown,Penn,151,2,,2,2,3,3.6,1.704217293,2.969434944,3.4,
2/2/2018,1,Penn,Brown,132,25,,0,-5,0,5,-5.442888509,-0.289258517,5.5,
2/2/2018,1,Penn,Brown,130,25,,0,-2,1,2.2,-2.048630905,0.804714478,2.2,
2/2/2018,1,Penn,Brown,128,25,,2,-2,4,4.5,-1.652829051,4.173107328,4.5,
2/2/2018,1,Brown,Penn,111,24,,0,-14,6,15.2,-14.12961399,5.780076675,15.3,
2/2/2018,1,Penn,Brown,105,2,,2,-4,10,10.8,-4.385219382,9.68583277,10.6,
2/2/2018,1,Brown,Penn,55,4,,0,-16,18,24.1,-16.28061292,17.50822735,23.9,
2/2/2018,1,Penn,Brown,34,0,,2,16,6,17.1,16.13581256,6.168539532,17.3,
2/2/2018,1,Brown,Penn,5,4,,1,3,1,3.2,2.538638081,0.769280156,2.7,
2/2/2018,1,Penn,Brown,1,2,,1,8,29,30.1,8.209656939,29.1960693,30.3,
2/2/2018,2,Brown,Penn,1942,20,,0,-9,18,20.1,-9.106442796,18.33670185,20.5,
2/2/2018,2,Penn,Brown,1931,2,,1,19,11,22,18.93515266,11.09044386,21.9,
2/2/2018,2,Brown,Penn,1915,24,,1,-14,2,14.1,-13.95199675,1.539695246,14,
2/2/2018,2,Penn,Brown,1905,4,,1,4,1,4.1,4.447254185,0.613565249,4.5,
2/2/2018,2,Brown,Penn,1850,24,,1,-11,0,11,-11.10473228,0.373271056,11.1,
2/2/2018,2,Penn,Brown,1828,4,,1,-3,1,3.2,-2.657830278,1.329875444,3,
2/2/2018,2,Brown,Penn,1723,2,,2,3,3,4.2,2.661051975,3.04827754,4,
